1272,0,10,10,15,
1154,0,10,0,15,
1241,0,10,0,15,
1538,0,10,0,25,
8,160,0,5,0,
109,160,0,5,0,
43,160,0,5,0,
40,160,0,5,0,
8,160,0,5,0,
8,160,0,160,0,
321,160,0,160,0,
310,160,0,160,0,
8,160,0,5,0,
8,160,0,5,0,
8,160,0,160,0,
307,160,0,160,0,
8,160,0,5,0,
309,165,0,5,0,
408,160,0,5,0,
418,160,0,5,5,
421,160,0,5,5,
708,165,0,5,5,
421,165,5,5,5,
349,165,5,10,5,
649,165,5,10,5,
341,165,5,10,20,
341,165,5,10,30,
441,165,15,10,30,
741,165,25,10,30,
741,165,25,10,30,
631,165,0,5,20,
623,165,10,5,20,
623,165,0,10,20,
636,165,0,10,20,
608,165,0,10,20,
16,165,5,10,20,
16,165,5,10,20,
818,160,5,10,15,
873,160,5,10,15,
1191,0,5,20,15,
1063,15,5,20,15,
1063,15,5,20,15,
1063,15,5,20,15,
1191,0,5,20,15,
1410,0,5,30,160,
1720,0,5,30,165,
329,0,5,10,165,
809,0,0,10,165,
1110,15,0,10,175,
1016,15,0,20,175,
1019,15,0,20,175,
901,15,0,20,175,
913,15,0,30,175,
1220,15,0,15,15,
1234,15,0,15,15,
918,0,0,15,15,
918,0,0,15,15,
934,0,0,25,25,
945,0,0,25,25,
1033,0,0,25,25,
1000,0,0,35,25,
1017,0,0,35,25,
1041,0,0,35,35,
8,160,0,5,0,
8,160,0,5,0,
120,160,0,5,0,
8,160,0,5,0,
107,160,0,5,0,
435,160,0,5,0,
8,160,0,5,0,
308,160,0,5,5,
310,160,0,5,5,
607,160,0,5,5,
617,160,0,5,5,
611,160,0,5,5,
421,160,0,5,0,
720,165,0,5,5,
722,160,0,5,5,
1013,165,0,0,5,
1013,165,5,0,5,
1313,165,15,0,5,
1318,165,15,0,5,
8,160,0,5,0,
8,160,0,5,0,
308,160,0,5,0,
428,160,0,5,0,
520,160,0,5,0,
8,160,0,5,0,
20,160,0,5,0,
37,160,0,5,0,
30,160,0,15,0,
43,160,0,15,0,
18,160,0,15,0,
118,160,0,15,0,
418,160,0,15,0,
500,160,0,15,0,
610,160,0,15,5,
720,160,0,20,5,
1031,160,0,20,15,
8,160,0,5,0,
466,0,0,5,0,
476,0,0,15,0,
781,15,5,15,0,
797,15,5,15,0,
485,20,5,15,0,
487,20,5,15,5,
610,15,165,15,5,
310,15,160,15,15,
318,25,160,15,25,
419,25,160,15,25,
708,30,160,15,0,
814,30,160,15,0,
1105,30,160,15,5,
1268,30,0,15,5,
1261,30,0,15,5,
944,30,0,30,5,
945,30,0,40,5,
1448,30,5,40,0,
1413,30,5,40,0,
1814,40,5,50,0,
1903,40,5,50,0,
1912,50,5,50,0,
1891,50,5,50,0,
1775,40,5,50,0,
2080,40,15,50,15,
2179,40,15,50,0,
2162,40,15,50,0,
2061,120,15,50,5,
8,160,0,5,0,
318,160,0,5,0,
8,160,0,5,0,
8,160,0,5,0,
309,160,5,5,5,
805,165,5,5,5,
702,165,5,5,5,
710,165,5,5,5,
710,160,5,0,5,
1021,165,5,0,5,
320,165,5,5,5,
320,165,5,5,5,
796,5,0,5,5,
751,5,0,5,5,
741,5,0,5,5,
741,5,0,5,5,
1041,15,0,0,5,
1441,15,5,5,5,
903,15,5,5,5,
903,15,5,5,5,
400,15,5,5,20,
900,15,15,5,5,
910,15,15,5,5,
1203,15,10,15,5,
1225,15,10,15,15,
1223,15,10,15,15,
1082,15,32,17,17,
1052,15,32,22,17,
1302,15,12,27,17,
1102,0,10,27,15,
1128,0,10,37,15,
1167,0,10,22,15,
8,160,0,5,0,
28,160,0,5,0,
28,160,0,15,0,
28,160,0,15,0,
28,160,0,15,0,
9,160,0,15,0,
88,160,0,15,0,
51,0,0,15,0,
358,0,0,15,0,
633,0,0,15,5,
626,0,0,15,5,
622,0,0,15,5,
652,0,0,15,5,
647,0,0,15,5,
726,0,0,15,5,
1048,0,0,20,5,
947,0,0,20,10,
1043,0,0,20,10,
1348,0,0,30,10,
1357,0,10,30,20,
51,0,0,15,0,
40,0,0,15,0,
40,0,0,15,0,
32,0,0,15,0,
441,0,5,20,0,
457,0,5,20,0,
752,0,5,30,0,
767,0,5,30,0,
767,0,5,30,0,
478,0,5,20,0,
478,0,5,20,0,
783,0,5,30,0,
783,0,5,30,0,
788,15,5,40,0,
32,0,0,15,0,
351,0,5,15,0,
32,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
300,0,0,15,0,
600,5,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
300,0,0,15,0,
310,0,0,15,0,
621,5,0,15,0,
643,5,0,0,0,
640,5,0,0,0,
1132,15,0,0,15,
1214,15,0,0,15,
317,15,15,15,22,
298,15,15,175,22,
265,15,15,175,22,
840,15,15,175,2,
842,15,15,175,0,
864,15,15,175,0,
875,15,15,175,0,
770,15,15,175,0,
787,15,15,175,0,
761,15,15,175,160,
1157,15,15,160,160,
1180,15,15,160,160,
1181,15,25,160,160,
1157,15,25,160,160,
986,0,25,160,160,
1080,0,25,160,160,
1071,0,25,160,160,
1212,0,32,160,160,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
10,0,0,15,0,
10,0,0,0,5,
0,0,0,0,15,
10,0,0,0,15,
10,0,0,0,15,
33,0,0,0,15,
57,10,0,0,25,
67,10,0,0,25,
346,15,0,0,25,
468,25,5,0,25,
473,25,5,0,25,
773,25,5,0,0,
646,25,5,0,5,
665,25,5,0,5,
675,35,5,0,5,
871,30,5,0,5,
1165,35,5,0,10,
1262,35,5,15,10,
1266,35,15,15,20,
1276,35,15,15,20,
1377,35,15,15,30,
1685,35,10,15,30,
1595,35,10,15,30,
1183,52,0,15,30,
1187,50,0,15,30,
1418,30,0,22,30,
1333,140,0,22,40,
1400,142,0,24,40,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
10,0,0,15,0,
328,0,0,25,0,
618,0,5,25,0,
318,0,5,0,0,
318,0,5,0,0,
300,0,15,0,0,
400,0,15,5,0,
400,0,25,5,0,
600,0,25,10,15,
690,0,25,10,15,
1072,0,25,5,15,
1080,0,25,5,15,
788,0,25,5,15,
720,15,5,160,15,
712,15,5,160,15,
863,15,5,160,22,
863,15,5,160,22,
1096,15,22,0,22,
897,15,22,0,22,
897,15,22,0,22,
1026,0,20,0,20,
1016,0,20,0,20,
1415,0,20,0,20,
1419,0,24,0,20,
1434,0,24,0,20,
1222,0,20,0,0,
1402,0,20,0,22,
0,0,0,15,0,
10,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
21,0,0,15,0,
21,0,0,15,0,
321,0,0,15,0,
622,0,5,15,0,
622,0,5,15,0,
900,0,15,15,0,
900,0,15,0,0,
1000,0,15,0,0,
1010,0,15,0,0,
1200,0,15,15,0,
1200,0,15,15,0,
1200,0,15,15,0,
1201,0,15,15,0,
1653,0,15,22,5,
1201,5,15,5,5,
1201,5,15,5,5,
1201,5,15,5,5,
1600,5,15,15,5,
1600,5,15,15,10,
1510,15,15,15,10,
1910,15,15,25,20,
1710,15,15,0,20,
1751,15,15,0,20,
2051,15,15,0,30,
2161,25,15,0,30,
0,0,0,15,0,
300,0,0,20,0,
300,0,0,20,0,
300,0,0,20,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
300,0,0,20,0,
600,0,0,5,5,
620,10,0,5,5,
620,10,0,5,5,
620,10,0,5,15,
620,10,0,5,15,
320,10,0,0,15,
720,10,0,5,15,
906,10,0,5,20,
1287,10,0,5,30,
796,10,0,5,15,
652,15,15,5,15,
620,15,15,5,15,
633,5,15,5,15,
764,15,15,5,15,
765,15,15,5,0,
1227,15,15,0,25,
1229,15,15,0,25,
1231,15,15,0,25,
1237,15,15,0,25,
1231,15,15,0,25,
1245,15,15,0,25,
1251,15,15,0,25,
1278,15,15,0,25,
1572,15,15,5,25,
1681,15,25,10,25,
1606,15,25,10,25,
1661,15,25,10,25,
2074,5,30,10,25,
2033,5,30,10,25,
1800,5,30,40,30,
1822,5,30,40,30,
2522,15,30,40,5,
2542,15,30,40,5,
2542,15,30,40,15,
2242,15,30,40,50,
2242,15,40,40,50,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,25,0,
0,0,0,15,0,
300,0,0,15,0,
600,0,5,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,15,0,
0,0,0,0,0,
